player_name,age,position,fee,fee_cleaned,year,club_name,club_involved_name,transfer_movement
Andreas Neuendorf,25.0,Central Midfield,£675Th.,0.675,2000,Hertha BSC,Bay. Leverkusen,out
Andreas Neuendorf,26.0,Central Midfield,Free transfer,0.0,2001,Bayer 04 Leverkusen,Hertha BSC,out
Andreas Neuendorf,26.0,Central Midfield,Free transfer,0.0,2001,Hertha BSC,Bay. Leverkusen,in
Andreas Weimann,20.0,Right Winger,"End of loanSep 23, 2011",0.0,2011,Watford FC,Aston Villa,out
Andreas Weimann,20.0,Right Winger,"End of loanSep 23, 2011",0.0,2011,Aston Villa,Watford,in
Andreas Weimann,20.0,Right Winger,Loan,0.0,2011,Watford FC,Aston Villa,in
Andreas Weimann,20.0,Right Winger,Loan,0.0,2011,Aston Villa,Watford,out
Andreas Weimann,23.0,Right Winger,£3.42m,3.42,2015,Derby County,Aston Villa,in
Andreas Weimann,23.0,Right Winger,£3.42m,3.42,2015,Aston Villa,Derby,out
Andreas Weimann,25.0,Right Winger,"End of loanMay 31, 2017",0.0,2016,Derby County,Wolves,in
Andreas Weimann,25.0,Right Winger,"End of loanMay 31, 2017",0.0,2016,Wolverhampton Wanderers,Derby,out
Andreas Weimann,25.0,Right Winger,Loan,0.0,2016,Derby County,Wolves,out
Andreas Weimann,25.0,Right Winger,Loan,0.0,2016,Wolverhampton Wanderers,Derby,in
Andreas Weimann,26.0,Right Winger,£2.03m,2.03,2018,Derby County,Bristol City,out
Andreas Weimann,26.0,Right Winger,£2.03m,2.03,2018,Bristol City,Derby,in
Andreaw Gravillon,19.0,Centre-Back,£3.60m,3.6,2017,Benevento Calcio,Inter,in
Andreaw Gravillon,19.0,Centre-Back,£3.60m,3.6,2017,Inter Milan,Benevento,out
Andreaw Gravillon,21.0,Centre-Back,Loan fee:£900Th.,0.9,2019,Inter Milan,Sassuolo,out
Andreaw Gravillon,21.0,Centre-Back,Loan fee:£900Th.,0.9,2019,US Sassuolo,Inter,in
Andreaw Gravillon,22.0,Centre-Back,Loan,0.0,2020,FC Lorient,Inter,in
Andreaw Gravillon,22.0,Centre-Back,Loan,0.0,2020,Inter Milan,FC Lorient,out
Andrew Davies,20.0,Centre-Back,"End of loanMay 1, 2005",0.0,2004,Queens Park Rangers,Middlesbrough,out
Andrew Davies,20.0,Centre-Back,"End of loanMay 1, 2005",0.0,2004,Middlesbrough FC,QPR,in
Andrew Davies,20.0,Centre-Back,Loan,0.0,2004,Queens Park Rangers,Middlesbrough,in
Andrew Davies,20.0,Centre-Back,Loan,0.0,2004,Middlesbrough FC,QPR,out
Andrew Davies,20.0,Centre-Back,Loan,0.0,2005,Derby County,Middlesbrough,in
Andrew Davies,20.0,Centre-Back,Loan,0.0,2005,Middlesbrough FC,Derby,out
Andrew Davies,21.0,Centre-Back,"End of loanDec 31, 2005",0.0,2005,Derby County,Middlesbrough,out
Andrew Davies,21.0,Centre-Back,"End of loanDec 31, 2005",0.0,2005,Middlesbrough FC,Derby,in
Andrew Davies,22.0,Centre-Back,£270Th.,0.27,2007,Southampton FC,Middlesbrough,in
Andrew Davies,22.0,Centre-Back,£270Th.,0.27,2007,Middlesbrough FC,Southampton,out
Andrew Davies,23.0,Centre-Back,£1.71m,1.71,2008,Southampton FC,Stoke City,out
Andrew Davies,23.0,Centre-Back,£1.71m,1.71,2008,Stoke City,Southampton,in
Andrew Davies,24.0,Centre-Back,"End of loanDec 1, 2009",0.0,2009,Sheffield United,Stoke City,out
Andrew Davies,24.0,Centre-Back,"End of loanDec 1, 2009",0.0,2009,Stoke City,Sheffield Utd.,in
Andrew Davies,24.0,Centre-Back,"End of loanMay 1, 2009",0.0,2008,Preston North End,Stoke City,out
Andrew Davies,24.0,Centre-Back,"End of loanMay 1, 2009",0.0,2008,Stoke City,Preston NE,in
Andrew Davies,24.0,Centre-Back,Loan,0.0,2008,Preston North End,Stoke City,in
Andrew Davies,24.0,Centre-Back,Loan,0.0,2008,Stoke City,Preston NE,out
Andrew Davies,24.0,Centre-Back,Loan,0.0,2009,Sheffield United,Stoke City,in
Andrew Davies,24.0,Centre-Back,Loan,0.0,2009,Stoke City,Sheffield Utd.,out
Andrew Davies,26.0,Centre-Back,"End of loanMay 1, 2011",0.0,2010,Middlesbrough FC,Stoke City,out
Andrew Davies,26.0,Centre-Back,"End of loanMay 1, 2011",0.0,2010,Stoke City,Middlesbrough,in
Andrew Davies,26.0,Centre-Back,"End of loanSep 1, 2011",0.0,2011,Crystal Palace,Stoke City,out
Andrew Davies,26.0,Centre-Back,"End of loanSep 1, 2011",0.0,2011,Stoke City,Crystal Palace,in
Andrew Davies,26.0,Centre-Back,Loan,0.0,2010,Middlesbrough FC,Stoke City,in
Andrew Davies,26.0,Centre-Back,Loan,0.0,2010,Stoke City,Walsall,out
Andrew Davies,26.0,Centre-Back,Loan,0.0,2010,Stoke City,Middlesbrough,out
Andrew Davies,26.0,Centre-Back,Loan,0.0,2011,Crystal Palace,Stoke City,in
Andrew Davies,26.0,Centre-Back,Loan,0.0,2011,Stoke City,Crystal Palace,out
Andrew Davies,26.0,Centre-Back,Loan,0.0,2011,Stoke City,Bradford,out
Andrew O'Brien,21.0,Centre-Back,£2.70m,2.7,2000,Bradford City,Newcastle,out
Andrew O'Brien,21.0,Centre-Back,£2.70m,2.7,2000,Newcastle United,Bradford,in
Andrew O'Brien,26.0,Centre-Back,£2.70m,2.7,2005,Newcastle United,Portsmouth,out
Andrew O'Brien,26.0,Centre-Back,£2.70m,2.7,2005,Portsmouth FC,Newcastle,in
Andrew Surman,23.0,Central Midfield,£1.51m,1.51,2010,Norwich City,Wolves,in
Andrew Surman,23.0,Central Midfield,£1.51m,1.51,2010,Wolverhampton Wanderers,Norwich,out
Andrew Surman,26.0,Central Midfield,Loan,0.0,2013,AFC Bournemouth,Norwich,in
Andrew Surman,26.0,Central Midfield,Loan,0.0,2013,Norwich City,Bournemouth,out
Andrew Surman,27.0,Central Midfield,"End of loanMay 31, 2014",0.0,2013,AFC Bournemouth,Norwich,out
Andrew Surman,27.0,Central Midfield,"End of loanMay 31, 2014",0.0,2013,Norwich City,Bournemouth,in
Andrew Surman,28.0,Central Midfield,£567Th.,0.5670000000000001,2014,AFC Bournemouth,Norwich,in
Andrew Surman,28.0,Central Midfield,£567Th.,0.5670000000000001,2014,Norwich City,Bournemouth,out
Andrey Dyatel,24.0,Defensive Midfield,£59k,0.059000000000000004,2004,Dinamo Moscow,Shinnik,out
Andrey Dyatel,24.0,Defensive Midfield,£59k,0.059000000000000004,2004,Shinnik Yaroslavl,Dinamo Moscow,in
Andrey Kanchelskis,26.0,Right Midfield,£6.75m,6.75,1995,Manchester United,Everton,out
Andrey Kanchelskis,26.0,Right Midfield,£6.75m,6.75,1995,Everton FC,Man Utd,in
Andrey Kanchelskis,27.0,Right Midfield,£7.20m,7.2,1996,Everton FC,Fiorentina,out
Andrey Kanchelskis,27.0,Right Midfield,£7.20m,7.2,1996,AC Fiorentina,Everton,in
Andrey Kanchelskis,36.0,Right Midfield,Free Transfer,0.0,2005,Saturn Ramenskoe,KS Samara,out
Andrey Kanchelskis,36.0,Right Midfield,Free Transfer,0.0,2005,Krylya Sovetov Samara,Saturn,in
Andrey Karyaka,29.0,Left Winger,"End of loanDec 1, 2007",0.0,2007,SL Benfica,Saturn,in
Andrey Karyaka,29.0,Left Winger,"End of loanDec 1, 2007",0.0,2007,Saturn Ramenskoe,Benfica,out
Andrey Karyaka,29.0,Left Winger,£1.80m,1.8,2007,SL Benfica,Saturn,out
Andrey Karyaka,29.0,Left Winger,£1.80m,1.8,2007,Saturn Ramenskoe,Benfica,in
Andros Townsend,19.0,Right Winger,"End of loanDec 1, 2010",0.0,2010,Ipswich Town,Spurs,out
Andros Townsend,19.0,Right Winger,"End of loanDec 1, 2010",0.0,2010,Tottenham Hotspur,Ipswich,in
Andros Townsend,19.0,Right Winger,"End of loanFeb 1, 2011",0.0,2010,Watford FC,Spurs,out
Andros Townsend,19.0,Right Winger,"End of loanFeb 1, 2011",0.0,2010,Tottenham Hotspur,Watford,in
Andros Townsend,19.0,Right Winger,"End of loanMay 1, 2011",0.0,2010,Millwall FC,Spurs,out
Andros Townsend,19.0,Right Winger,"End of loanMay 1, 2011",0.0,2010,Tottenham Hotspur,Millwall,in
Andros Townsend,19.0,Right Winger,Loan,0.0,2010,Ipswich Town,Spurs,in
Andros Townsend,19.0,Right Winger,Loan,0.0,2010,Watford FC,Spurs,in
Andros Townsend,19.0,Right Winger,Loan,0.0,2010,Millwall FC,Spurs,in
Andros Townsend,19.0,Right Winger,Loan,0.0,2010,Tottenham Hotspur,Ipswich,out
Andros Townsend,19.0,Right Winger,Loan,0.0,2010,Tottenham Hotspur,Millwall,out
Andros Townsend,19.0,Right Winger,Loan,0.0,2010,Tottenham Hotspur,Watford,out
Andros Townsend,20.0,Right Winger,"End of loanFeb 1, 2012",0.0,2011,Leeds United,Spurs,out
Andros Townsend,20.0,Right Winger,"End of loanFeb 1, 2012",0.0,2011,Tottenham Hotspur,Leeds,in
Andros Townsend,20.0,Right Winger,"End of loanMay 1, 2012",0.0,2011,Birmingham City,Spurs,out
Andros Townsend,20.0,Right Winger,"End of loanMay 1, 2012",0.0,2011,Tottenham Hotspur,Birmingham,in
Andros Townsend,20.0,Right Winger,Loan,0.0,2011,Birmingham City,Spurs,in
Andros Townsend,20.0,Right Winger,Loan,0.0,2011,Leeds United,Spurs,in
Andros Townsend,20.0,Right Winger,Loan,0.0,2011,Tottenham Hotspur,Birmingham,out
Andros Townsend,20.0,Right Winger,Loan,0.0,2011,Tottenham Hotspur,Leeds,out
Andros Townsend,21.0,Right Winger,"End of loanMay 31, 2013",0.0,2012,Tottenham Hotspur,QPR,in
Andros Townsend,21.0,Right Winger,"End of loanMay 31, 2013",0.0,2012,Queens Park Rangers,Spurs,out
Andros Townsend,21.0,Right Winger,Loan,0.0,2012,Tottenham Hotspur,QPR,out
Andros Townsend,21.0,Right Winger,Loan,0.0,2012,Queens Park Rangers,Spurs,in
Andros Townsend,24.0,Right Winger,£14.04m,14.04,2016,Newcastle United,Crystal Palace,out
Andros Townsend,24.0,Right Winger,£14.04m,14.04,2016,Crystal Palace,Newcastle,in
Andros Townsend,24.0,Right Winger,£14.13m,14.13,2015,Tottenham Hotspur,Newcastle,out
Andros Townsend,24.0,Right Winger,£14.13m,14.13,2015,Newcastle United,Spurs,in
Andrzej Juskowiak,27.0,Centre-Forward,£1.13m,1.13,1998,VfL Wolfsburg,Bor. M'gladbach,in
Andrzej Juskowiak,27.0,Centre-Forward,£1.13m,1.13,1998,Borussia Mönchengladbach,VfL Wolfsburg,out
Andrzej Juskowiak,31.0,Centre-Forward,£225Th.,0.225,2002,VfL Wolfsburg,Energie Cottbus,out
Andrzej Juskowiak,31.0,Centre-Forward,£225Th.,0.225,2002,FC Energie Cottbus,VfL Wolfsburg,in
André Ayew,18.0,Left Winger,Loan,0.0,2008,Olympique Marseille,FC Lorient,out
André Ayew,18.0,Left Winger,Loan,0.0,2008,FC Lorient,Marseille,in
André Ayew,19.0,Left Winger,"End of loanJun 30, 2009",0.0,2009,FC Lorient,Marseille,out
André Ayew,19.0,Left Winger,"End of loanJun 30, 2009",0.0,2009,Olympique Marseille,FC Lorient,in
André Ayew,20.0,Left Winger,"End of loanJun 30, 2010",0.0,2010,Olympique Marseille,AC Arles-Avignon,in
André Ayew,20.0,Left Winger,"End of loanJun 30, 2010",0.0,2010,Athlétic Club Arlésien,Marseille,out
André Ayew,25.0,Left Winger,Free transfer,0.0,2015,Swansea City,Marseille,in
André Ayew,25.0,Left Winger,Free transfer,0.0,2015,Olympique Marseille,Swansea,out
André Ayew,26.0,Left Winger,£21.69m,21.69,2016,West Ham United,Swansea,in
André Ayew,26.0,Left Winger,£21.69m,21.69,2016,Swansea City,West Ham,out
André Ayew,28.0,Left Winger,£20.52m,20.52,2017,West Ham United,Swansea,out
André Ayew,28.0,Left Winger,£20.52m,20.52,2017,Swansea City,West Ham,in
André Bikey,18.0,Centre-Back,Free transfer,0.0,2003,FC Paços de Ferreira,Marco,in
André Bikey,18.0,Centre-Back,Free transfer,0.0,2003,FC Paços de Ferreira,Desportivo Aves,out
André Bikey,21.0,Centre-Back,Loan,0.0,2006,Reading FC,Loko Moscow,in
André Bikey,21.0,Centre-Back,Loan,0.0,2006,Lokomotiv Moscow,Reading,out
André Bikey,22.0,Centre-Back,"End of loanMay 1, 2007",0.0,2006,Reading FC,Loko Moscow,out
André Bikey,22.0,Centre-Back,"End of loanMay 1, 2007",0.0,2006,Lokomotiv Moscow,Reading,in
André Bikey,22.0,Centre-Back,£1.35m,1.35,2007,Reading FC,Loko Moscow,in
André Bikey,22.0,Centre-Back,£1.35m,1.35,2007,Lokomotiv Moscow,Reading,out
André Bikey,24.0,Centre-Back,£2.93m,2.93,2009,Reading FC,Burnley,out
André Bikey,24.0,Centre-Back,£2.93m,2.93,2009,Burnley FC,Reading,in
André Bikey,27.0,Centre-Back,"End of loanMay 1, 2012",0.0,2011,Burnley FC,Bristol City,in
André Bikey,27.0,Centre-Back,"End of loanMay 1, 2012",0.0,2011,Bristol City,Burnley,out
André Bikey,27.0,Centre-Back,Free transfer,0.0,2012,Middlesbrough FC,Burnley,in
André Bikey,27.0,Centre-Back,Free transfer,0.0,2012,Burnley FC,Middlesbrough,out
André Bikey,27.0,Centre-Back,Loan,0.0,2011,Burnley FC,Bristol City,out
André Bikey,27.0,Centre-Back,Loan,0.0,2011,Bristol City,Burnley,in
André Golke,27.0,Attacking Midfield,£1.13m,1.13,1992,VfB Stuttgart,1.FC Nuremberg,in
André Golke,27.0,Attacking Midfield,£1.13m,1.13,1992,1.FC Nuremberg,VfB Stuttgart,out
André Golke,28.0,Attacking Midfield,£675Th.,0.675,1993,VfB Stuttgart,1.FC Nuremberg,out
André Golke,28.0,Attacking Midfield,£675Th.,0.675,1993,1.FC Nuremberg,VfB Stuttgart,in
André Gomes,20.0,Central Midfield,Loan,0.0,2014,SL Benfica,Valencia,out
André Gomes,20.0,Central Midfield,Loan,0.0,2014,Valencia CF,Benfica,in
André Gomes,21.0,Central Midfield,"End of loanJun 30, 2015",0.0,2015,SL Benfica,Valencia,in
André Gomes,21.0,Central Midfield,"End of loanJun 30, 2015",0.0,2015,Valencia CF,Benfica,out
André Gomes,21.0,Central Midfield,£18.00m,18.0,2015,SL Benfica,Valencia,out
André Gomes,21.0,Central Midfield,£18.00m,18.0,2015,Valencia CF,Benfica,in
André Gomes,22.0,Central Midfield,£33.30m,33.3,2016,FC Barcelona,Valencia,in
André Gomes,22.0,Central Midfield,£33.30m,33.3,2016,Valencia CF,FC Barcelona,out
André Gomes,25.0,Central Midfield,"End of loanJun 30, 2019",0.0,2019,Everton FC,FC Barcelona,out
André Gomes,25.0,Central Midfield,"End of loanJun 30, 2019",0.0,2019,FC Barcelona,Everton,in
André Gomes,25.0,Central Midfield,Loan fee:£2.03m,2.03,2018,Everton FC,FC Barcelona,in
André Gomes,25.0,Central Midfield,Loan fee:£2.03m,2.03,2018,FC Barcelona,Everton,out
André Gomes,25.0,Central Midfield,£22.50m,22.5,2019,Everton FC,FC Barcelona,in
André Gomes,25.0,Central Midfield,£22.50m,22.5,2019,FC Barcelona,Everton,out
André Hahn,23.0,Right Winger,£2.03m,2.03,2014,Borussia Mönchengladbach,FC Augsburg,in
André Hahn,23.0,Right Winger,£2.03m,2.03,2014,FC Augsburg,Bor. M'gladbach,out
André Hahn,26.0,Right Winger,£5.40m,5.4,2017,Borussia Mönchengladbach,Hamburger SV,out
André Hahn,26.0,Right Winger,£5.40m,5.4,2017,Hamburger SV,Bor. M'gladbach,in
André Ooijer,20.0,Centre-Back,Free transfer,0.0,1995,Roda JC Kerkrade,FC Volendam,in
André Ooijer,20.0,Centre-Back,Free transfer,0.0,1995,FC Volendam,Roda JC,out
André Ooijer,23.0,Centre-Back,£405Th.,0.405,1997,PSV Eindhoven,Roda JC,in
André Ooijer,23.0,Centre-Back,£405Th.,0.405,1997,Roda JC Kerkrade,PSV Eindhoven,out
André Ooijer,32.0,Centre-Back,£2.70m,2.7,2006,PSV Eindhoven,Blackburn,out
André Ooijer,32.0,Centre-Back,£2.70m,2.7,2006,Blackburn Rovers,PSV Eindhoven,in
André Ooijer,34.0,Centre-Back,Free transfer,0.0,2009,PSV Eindhoven,Blackburn,in
André Ooijer,34.0,Centre-Back,Free transfer,0.0,2009,Blackburn Rovers,PSV Eindhoven,out
André Ooijer,36.0,Centre-Back,Free transfer,0.0,2010,Ajax Amsterdam,PSV Eindhoven,in
André Ooijer,36.0,Centre-Back,Free transfer,0.0,2010,PSV Eindhoven,Ajax,out
André Schürrle,20.0,Left Winger,£7.65m,7.65,2011,Bayer 04 Leverkusen,1.FSV Mainz 05,in
