player_name,age,position,fee,fee_cleaned,year,club_name,club_involved_name,transfer_movement
Peter Odemwingie,34.0,Right Winger,Loan,0.0,2015,Stoke City,Bristol City,out
Peter Odemwingie,35.0,Right Winger,-,0.0,2016,Rotherham United,Without Club,in
Peter Odemwingie,35.0,Right Winger,-,0.0,2016,Rotherham United,Without Club,out
Peter Thorne,20.0,Centre-Forward,"End of loanMar 1, 1994",0.0,1993,Blackburn Rovers,Wigan,in
Peter Thorne,20.0,Centre-Forward,"End of loanMar 1, 1994",0.0,1993,Wigan Athletic,Blackburn,out
Peter Thorne,20.0,Centre-Forward,Loan,0.0,1993,Blackburn Rovers,Wigan,out
Peter Thorne,20.0,Centre-Forward,Loan,0.0,1993,Wigan Athletic,Blackburn,in
Peter Thorne,28.0,Centre-Forward,£2.25m,2.25,2001,Cardiff City,Stoke City,in
Peter Thorne,28.0,Centre-Forward,£2.25m,2.25,2001,Stoke City,Cardiff,out
Peter Thorne,32.0,Centre-Forward,Free transfer,0.0,2005,Norwich City,Cardiff,in
Peter Thorne,32.0,Centre-Forward,Free transfer,0.0,2005,Cardiff City,Norwich,out
Petr Bystrov,22.0,Left Midfield,£225k,0.225,2001,Saturn Ramenskoe,Dinamo Moscow,in
Petr Bystrov,22.0,Left Midfield,£225k,0.225,2001,Dinamo Moscow,Saturn,out
Petr Bystrov,26.0,Left Midfield,Free Transfer,0.0,2005,FK Moskau,Saturn,in
Petr Bystrov,26.0,Left Midfield,Free Transfer,0.0,2005,Saturn Ramenskoe,FK Moskau,out
Petr Bystrov,29.0,Left Midfield,£630k,0.63,2008,FK Moskau,Rubin Kazan,out
Petr Bystrov,29.0,Left Midfield,£630k,0.63,2008,Rubin Kazan,FK Moskau,in
Petr Cech,22.0,Goalkeeper,£11.70m,11.7,2004,Chelsea FC,Stade Rennais,in
Petr Cech,22.0,Goalkeeper,£11.70m,11.7,2004,Stade Rennais FC,Chelsea,out
Petr Cech,33.0,Goalkeeper,£12.60m,12.6,2015,Chelsea FC,Arsenal,out
Petr Cech,33.0,Goalkeeper,£12.60m,12.6,2015,Arsenal FC,Chelsea,in
Phil Bardsley,20.0,Right-Back,"End of loanMay 1, 2006",0.0,2005,Burnley FC,Man Utd,out
Phil Bardsley,20.0,Right-Back,"End of loanMay 1, 2006",0.0,2005,Manchester United,Burnley,in
Phil Bardsley,20.0,Right-Back,Loan,0.0,2005,Burnley FC,Man Utd,in
Phil Bardsley,20.0,Right-Back,Loan,0.0,2005,Manchester United,Burnley,out
Phil Bardsley,21.0,Right-Back,"End of loanApr 29, 2007",0.0,2006,Manchester United,Aston Villa,in
Phil Bardsley,21.0,Right-Back,"End of loanApr 29, 2007",0.0,2006,Aston Villa,Man Utd,out
Phil Bardsley,21.0,Right-Back,Loan,0.0,2006,Manchester United,Rangers,out
Phil Bardsley,21.0,Right-Back,Loan,0.0,2006,Manchester United,Aston Villa,out
Phil Bardsley,21.0,Right-Back,Loan,0.0,2006,Aston Villa,Man Utd,in
Phil Bardsley,22.0,Right-Back,"End of loanJan 2, 2008",0.0,2007,Sheffield United,Man Utd,out
Phil Bardsley,22.0,Right-Back,"End of loanJan 2, 2008",0.0,2007,Manchester United,Sheffield Utd.,in
Phil Bardsley,22.0,Right-Back,Loan,0.0,2007,Sheffield United,Man Utd,in
Phil Bardsley,22.0,Right-Back,Loan,0.0,2007,Manchester United,Sheffield Utd.,out
Phil Bardsley,22.0,Right-Back,£2.70m,2.7,2007,Manchester United,Sunderland,out
Phil Bardsley,22.0,Right-Back,£2.70m,2.7,2007,Sunderland AFC,Man Utd,in
Phil Bardsley,29.0,Right-Back,Free transfer,0.0,2014,Stoke City,Sunderland,in
Phil Bardsley,29.0,Right-Back,Free transfer,0.0,2014,Sunderland AFC,Stoke City,out
Phil Bardsley,32.0,Right-Back,£756Th.,0.7559999999999999,2017,Stoke City,Burnley,out
Phil Bardsley,32.0,Right-Back,£756Th.,0.7559999999999999,2017,Burnley FC,Stoke City,in
Phil Whitehead,29.0,Goalkeeper,£269k,0.26899999999999996,1999,West Bromwich Albion,Reading,out
Phil Whitehead,29.0,Goalkeeper,£269k,0.26899999999999996,1999,Reading FC,West Brom,in
Philipp Wollscheid,23.0,Centre-Back,£6.30m,6.3,2012,Bayer 04 Leverkusen,1.FC Nuremberg,in
Philipp Wollscheid,23.0,Centre-Back,£6.30m,6.3,2012,1.FC Nuremberg,Bay. Leverkusen,out
Philipp Wollscheid,25.0,Centre-Back,"End of loanDec 31, 2014",0.0,2014,Bayer 04 Leverkusen,1.FSV Mainz 05,in
Philipp Wollscheid,25.0,Centre-Back,"End of loanDec 31, 2014",0.0,2014,1.FSV Mainz 05,Bay. Leverkusen,out
Philipp Wollscheid,25.0,Centre-Back,Loan,0.0,2014,Stoke City,Bay. Leverkusen,in
Philipp Wollscheid,25.0,Centre-Back,Loan,0.0,2014,Bayer 04 Leverkusen,Stoke City,out
Philipp Wollscheid,25.0,Centre-Back,Loan fee:£225Th.,0.225,2014,Bayer 04 Leverkusen,1.FSV Mainz 05,out
Philipp Wollscheid,25.0,Centre-Back,Loan fee:£225Th.,0.225,2014,1.FSV Mainz 05,Bay. Leverkusen,in
Philipp Wollscheid,26.0,Centre-Back,"End of loanJun 30, 2015",0.0,2015,Stoke City,Bay. Leverkusen,out
Philipp Wollscheid,26.0,Centre-Back,"End of loanJun 30, 2015",0.0,2015,Bayer 04 Leverkusen,Stoke City,in
Philipp Wollscheid,26.0,Centre-Back,£3.42m,3.42,2015,Stoke City,Bay. Leverkusen,in
Philipp Wollscheid,26.0,Centre-Back,£3.42m,3.42,2015,Bayer 04 Leverkusen,Stoke City,out
Philipp Wollscheid,27.0,Centre-Back,Loan fee:£1.35m,1.35,2016,Stoke City,VfL Wolfsburg,out
Philipp Wollscheid,27.0,Centre-Back,Loan fee:£1.35m,1.35,2016,VfL Wolfsburg,Stoke City,in
Philipp Wollscheid,28.0,Centre-Back,"End of loanJun 30, 2017",0.0,2017,Stoke City,VfL Wolfsburg,in
Philipp Wollscheid,28.0,Centre-Back,"End of loanJun 30, 2017",0.0,2017,VfL Wolfsburg,Stoke City,out
Philipp Wollscheid,28.0,Centre-Back,£2.25m,2.25,2017,Stoke City,FC Metz,out
Philipp Wollscheid,28.0,Centre-Back,£2.25m,2.25,2017,FC Metz,Stoke City,in
Philippe Coutinho,19.0,Attacking Midfield,Loan,0.0,2011,FC Internazionale,Espanyol,out
Philippe Coutinho,19.0,Attacking Midfield,Loan,0.0,2011,RCD Espanyol Barcelona,Inter,in
Philippe Coutinho,20.0,Attacking Midfield,£11.70m,11.7,2012,Liverpool FC,Inter,in
Philippe Coutinho,20.0,Attacking Midfield,£11.70m,11.7,2012,FC Internazionale,Liverpool,out
Philippe Coutinho,25.0,Attacking Midfield,£130.50m,130.5,2017,Liverpool FC,FC Barcelona,out
Philippe Coutinho,25.0,Attacking Midfield,£130.50m,130.5,2017,FC Barcelona,Liverpool,in
Philippe Coutinho,27.0,Attacking Midfield,Loan fee:£7.65m,7.65,2019,Bayern Munich,FC Barcelona,in
Philippe Coutinho,27.0,Attacking Midfield,Loan fee:£7.65m,7.65,2019,FC Barcelona,Bayern Munich,out
Philippe Coutinho,28.0,Attacking Midfield,"End of loanAug 31, 2020",0.0,2020,Bayern Munich,FC Barcelona,out
Philippe Coutinho,28.0,Attacking Midfield,"End of loanAug 31, 2020",0.0,2020,FC Barcelona,Bayern Munich,in
Pierluigi Casiraghi,24.0,Centre-Forward,£4.05m,4.05,1993,Juventus FC,Lazio,out
Pierluigi Casiraghi,24.0,Centre-Forward,£4.05m,4.05,1993,SS Lazio,Juventus,in
Pierluigi Casiraghi,29.0,Centre-Forward,£6.98m,6.98,1998,Chelsea FC,Lazio,in
Pierluigi Casiraghi,29.0,Centre-Forward,£6.98m,6.98,1998,SS Lazio,Chelsea,out
Pierre van Hooijdonk,29.0,Centre-Forward,£4.25m,4.25,1999,Vitesse Arnhem,Nottm Forest,in
Pierre van Hooijdonk,29.0,Centre-Forward,£4.25m,4.25,1999,Nottingham Forest,Vitesse,out
Pierre van Hooijdonk,30.0,Centre-Forward,£6.12m,6.12,2000,Vitesse Arnhem,Benfica,out
Pierre van Hooijdonk,30.0,Centre-Forward,£6.12m,6.12,2000,SL Benfica,Vitesse,in
Pierre van Hooijdonk,31.0,Centre-Forward,£2.25m,2.25,2001,Feyenoord Rotterdam,Benfica,in
Pierre van Hooijdonk,31.0,Centre-Forward,£2.25m,2.25,2001,SL Benfica,Feyenoord,out
Pierre van Hooijdonk,36.0,Centre-Forward,Free transfer,0.0,2005,Feyenoord Rotterdam,NAC Breda,in
Pierre van Hooijdonk,36.0,Centre-Forward,Free transfer,0.0,2005,NAC Breda,Feyenoord,out
Pierre-Alain Frau,24.0,Centre-Forward,£7.65m,7.65,2004,Olympique Lyon,FC Sochaux,in
Pierre-Alain Frau,24.0,Centre-Forward,£7.65m,7.65,2004,FC Sochaux-Montbéliard,Olympique Lyon,out
Pierre-Alain Frau,25.0,Centre-Forward,Loan,0.0,2005,Olympique Lyon,Lens,out
Pierre-Alain Frau,25.0,Centre-Forward,Loan,0.0,2005,RC Lens,Olympique Lyon,in
Pierre-Alain Frau,26.0,Centre-Forward,"End of loanJun 30, 2006",0.0,2006,Olympique Lyon,Lens,in
Pierre-Alain Frau,26.0,Centre-Forward,"End of loanJun 30, 2006",0.0,2006,RC Lens,Olympique Lyon,out
Pierre-Alain Frau,26.0,Centre-Forward,£4.50m,4.5,2006,Olympique Lyon,Paris SG,out
Pierre-Alain Frau,26.0,Centre-Forward,£4.50m,4.5,2006,Paris Saint-Germain,Olympique Lyon,in
Pierre-Alain Frau,27.0,Centre-Forward,£2.70m,2.7,2007,LOSC Lille,Paris SG,in
Pierre-Alain Frau,27.0,Centre-Forward,£2.70m,2.7,2007,Paris Saint-Germain,LOSC Lille,out
Pierre-Alain Frau,31.0,Centre-Forward,Free transfer,0.0,2011,LOSC Lille,SM Caen,out
Pierre-Alain Frau,31.0,Centre-Forward,Free transfer,0.0,2011,SM Caen,LOSC Lille,in
Pierre-Emerick Aubameyang,20.0,Centre-Forward,Loan,0.0,2009,LOSC Lille,AC Milan,in
Pierre-Emerick Aubameyang,20.0,Centre-Forward,Loan,0.0,2009,AC Milan,LOSC Lille,out
Pierre-Emerick Aubameyang,21.0,Centre-Forward,Loan,0.0,2010,AS Monaco,AC Milan,in
Pierre-Emerick Aubameyang,21.0,Centre-Forward,Loan,0.0,2010,AS Saint-Étienne,AC Milan,in
Pierre-Emerick Aubameyang,21.0,Centre-Forward,Loan,0.0,2010,AC Milan,Monaco,out
Pierre-Emerick Aubameyang,21.0,Centre-Forward,Loan,0.0,2010,AC Milan,Saint-Étienne,out
Pierre-Emerick Aubameyang,22.0,Centre-Forward,£1.62m,1.62,2011,AS Saint-Étienne,AC Milan,in
Pierre-Emerick Aubameyang,22.0,Centre-Forward,£1.62m,1.62,2011,AC Milan,Saint-Étienne,out
Pierre-Emerick Aubameyang,24.0,Centre-Forward,£11.70m,11.7,2013,AS Saint-Étienne,Bor. Dortmund,out
Pierre-Emerick Aubameyang,24.0,Centre-Forward,£11.70m,11.7,2013,Borussia Dortmund,Saint-Étienne,in
Pierre-Emerick Aubameyang,28.0,Centre-Forward,£57.38m,57.38,2017,Arsenal FC,Bor. Dortmund,in
Pierre-Emerick Aubameyang,28.0,Centre-Forward,£57.38m,57.38,2017,Borussia Dortmund,Arsenal,out
Pierre-Emile Höjbjerg,19.0,Central Midfield,"End of loanJun 30, 2015",0.0,2015,Bayern Munich,FC Augsburg,in
Pierre-Emile Höjbjerg,19.0,Central Midfield,"End of loanJun 30, 2015",0.0,2015,FC Augsburg,Bayern Munich,out
Pierre-Emile Höjbjerg,19.0,Central Midfield,Loan,0.0,2014,Bayern Munich,FC Augsburg,out
Pierre-Emile Höjbjerg,19.0,Central Midfield,Loan,0.0,2014,FC Augsburg,Bayern Munich,in
Pierre-Emile Höjbjerg,20.0,Central Midfield,"End of loanJun 30, 2016",0.0,2016,Bayern Munich,FC Schalke 04,in
Pierre-Emile Höjbjerg,20.0,Central Midfield,"End of loanJun 30, 2016",0.0,2016,FC Schalke 04,Bayern Munich,out
Pierre-Emile Höjbjerg,20.0,Central Midfield,Loan fee:£900Th.,0.9,2015,Bayern Munich,FC Schalke 04,out
Pierre-Emile Höjbjerg,20.0,Central Midfield,Loan fee:£900Th.,0.9,2015,FC Schalke 04,Bayern Munich,in
Pierre-Emile Höjbjerg,20.0,Central Midfield,£13.50m,13.5,2016,Southampton FC,Bayern Munich,in
Pierre-Emile Höjbjerg,20.0,Central Midfield,£13.50m,13.5,2016,Bayern Munich,Southampton,out
Pierre-Emile Höjbjerg,25.0,Defensive Midfield,£14.94m,14.94,2020,Southampton FC,Spurs,out
Pierre-Emile Höjbjerg,25.0,Defensive Midfield,£14.94m,14.94,2020,Tottenham Hotspur,Southampton,in
Pieter Collen,19.0,Centre-Back,£311Th.,0.311,1999,Vitesse Arnhem,NEC Nijmegen,out
Pieter Collen,19.0,Centre-Back,£311Th.,0.311,1999,NEC Nijmegen,Vitesse,in
Pieter Collen,21.0,Centre-Back,£1.98m,1.98,2001,NEC Nijmegen,Feyenoord,out
Pieter Collen,21.0,Centre-Back,£1.98m,1.98,2001,Feyenoord Rotterdam,NEC Nijmegen,in
Pieter Collen,22.0,Centre-Back,Loan,0.0,2002,Feyenoord Rotterdam,NAC Breda,out
Pieter Collen,22.0,Centre-Back,Loan,0.0,2002,NAC Breda,Feyenoord,in
Pieter Collen,23.0,Centre-Back,"End of loanDec 31, 2003",0.0,2003,Feyenoord Rotterdam,NAC Breda,in
Pieter Collen,23.0,Centre-Back,"End of loanDec 31, 2003",0.0,2003,NAC Breda,Feyenoord,out
Pieter Collen,24.0,Centre-Back,Loan,0.0,2004,Feyenoord Rotterdam,NAC Breda,out
Pieter Collen,24.0,Centre-Back,Loan,0.0,2004,NAC Breda,Feyenoord,in
Pieter Collen,25.0,Centre-Back,"End of loanJun 30, 2005",0.0,2005,Feyenoord Rotterdam,NAC Breda,in
Pieter Collen,25.0,Centre-Back,"End of loanJun 30, 2005",0.0,2005,NAC Breda,Feyenoord,out
Piotr Nowak,29.0,Attacking Midfield,£608Th.,0.608,1994,1.FC Kaiserslautern,Dynamo Dresden,in
Piotr Nowak,29.0,Attacking Midfield,£608Th.,0.608,1994,SG Dynamo Dresden,1.FC K'lautern,out
Piotr Nowak,30.0,Attacking Midfield,£675Th.,0.675,1994,1.FC Kaiserslautern,1860 Munich,out
Piotr Nowak,30.0,Attacking Midfield,£675Th.,0.675,1994,TSV 1860 Munich,1.FC K'lautern,in
Pirmin Schwegler,22.0,Defensive Midfield,£450Th.,0.45,2009,Bayer 04 Leverkusen,E. Frankfurt,out
Pirmin Schwegler,22.0,Defensive Midfield,£450Th.,0.45,2009,Eintracht Frankfurt,Bay. Leverkusen,in
Pirmin Schwegler,27.0,Defensive Midfield,£1.71m,1.71,2014,TSG 1899 Hoffenheim,E. Frankfurt,in
Pirmin Schwegler,27.0,Defensive Midfield,£1.71m,1.71,2014,Eintracht Frankfurt,TSG Hoffenheim,out
Pirmin Schwegler,30.0,Defensive Midfield,Free transfer,0.0,2017,TSG 1899 Hoffenheim,Hannover 96,out
Pirmin Schwegler,30.0,Defensive Midfield,Free transfer,0.0,2017,Hannover 96,TSG Hoffenheim,in
Pizzi,20.0,Right Midfield,Loan,0.0,2009,SC Braga,Paços Ferreira,out
Pizzi,20.0,Right Midfield,Loan,0.0,2009,FC Paços de Ferreira,Braga,in
Pizzi,21.0,Right Midfield,"End of loanJun 30, 2011",0.0,2011,SC Braga,Paços Ferreira,in
Pizzi,21.0,Right Midfield,"End of loanJun 30, 2011",0.0,2011,FC Paços de Ferreira,Braga,out
Pizzi,21.0,Right Midfield,Loan fee:£1.35m,1.35,2011,SC Braga,Atlético Madrid,out
Pizzi,21.0,Right Midfield,Loan fee:£1.35m,1.35,2011,Atlético Madrid,Braga,in
Pizzi,22.0,Right Midfield,"End of loanDec 31, 2011",0.0,2011,SC Braga,Atlético Madrid,in
Pizzi,22.0,Right Midfield,"End of loanDec 31, 2011",0.0,2011,Atlético Madrid,Braga,out
Pizzi,22.0,Right Midfield,Loan,0.0,2012,Deportivo de La Coruña,Atlético Madrid,in
Pizzi,22.0,Right Midfield,Loan,0.0,2012,Atlético Madrid,Dep. La Coruña,out
Pizzi,22.0,Right Midfield,£12.15m,12.15,2011,SC Braga,Atlético Madrid,out
Pizzi,22.0,Right Midfield,£12.15m,12.15,2011,Atlético Madrid,Braga,in
Pizzi,23.0,Right Midfield,Loan,0.0,2013,SL Benfica,Espanyol,out
Pizzi,23.0,Right Midfield,Loan,0.0,2013,RCD Espanyol Barcelona,Benfica,in
Pizzi,23.0,Right Midfield,£12.60m,12.6,2013,SL Benfica,Atlético Madrid,in
Pizzi,23.0,Right Midfield,£12.60m,12.6,2013,Atlético Madrid,Benfica,out
Pizzi,24.0,Right Midfield,"End of loanJun 30, 2014",0.0,2014,SL Benfica,Espanyol,in
Pizzi,24.0,Right Midfield,"End of loanJun 30, 2014",0.0,2014,RCD Espanyol Barcelona,Benfica,out
Pol Lirola,18.0,Right-Back,Loan,0.0,2016,Juventus FC,Sassuolo,out
Pol Lirola,18.0,Right-Back,Loan,0.0,2016,US Sassuolo,Juventus,in
Pol Lirola,20.0,Right-Back,£6.30m,6.3,2017,Juventus FC,Sassuolo,out
Pol Lirola,20.0,Right-Back,£6.30m,6.3,2017,US Sassuolo,Juventus,in
Pol Lirola,21.0,Right-Back,Loan fee:£1.80m,1.8,2019,ACF Fiorentina,Sassuolo,in
Pol Lirola,21.0,Right-Back,Loan fee:£1.80m,1.8,2019,US Sassuolo,Fiorentina,out
Pol Lirola,23.0,Right-Back,£9.90m,9.9,2020,US Sassuolo,Fiorentina,out
Pol Lirola,23.0,Right-Back,£9.90m,9.9,2020,ACF Fiorentina,Sassuolo,in
Pontus Jansson,25.0,Centre-Back,Loan,0.0,2016,Leeds United,Torino,in
Pontus Jansson,25.0,Centre-Back,Loan,0.0,2016,Torino FC,Leeds,out
Pontus Jansson,26.0,Centre-Back,£3.60m,3.6,2017,Leeds United,Torino,in
Pontus Jansson,26.0,Centre-Back,£3.60m,3.6,2017,Torino FC,Leeds,out
Pontus Jansson,28.0,Centre-Back,£5.54m,5.54,2019,Leeds United,Brentford,out
Pontus Jansson,28.0,Centre-Back,£5.54m,5.54,2019,Brentford FC,Leeds,in
Predrag Mijatović,27.0,Centre-Forward,£12.60m,12.6,1996,Valencia CF,Real Madrid,out
Predrag Mijatović,27.0,Centre-Forward,£12.60m,12.6,1996,Real Madrid,Valencia,in
Predrag Mijatović,30.0,Centre-Forward,£10.80m,10.8,1999,AC Fiorentina,Real Madrid,in
Predrag Mijatović,30.0,Centre-Forward,£10.80m,10.8,1999,Real Madrid,Fiorentina,out
Prince Gouano,19.0,Centre-Back,Loan,0.0,2013,RKC Waalwijk,Atalanta,in
Prince Gouano,19.0,Centre-Back,Loan,0.0,2013,Atalanta BC,RKC Waalwijk,out
Prince Gouano,19.0,Centre-Back,£1.31m,1.31,2013,Atalanta BC,Juventus,in
Prince Gouano,19.0,Centre-Back,£1.31m,1.31,2013,Juventus FC,Atalanta,out
Prince Gouano,20.0,Centre-Back,Loan,0.0,2014,Atalanta BC,Rio Ave FC,out
Prince Gouano,20.0,Centre-Back,Loan,0.0,2014,Rio Ave FC,Atalanta,in
Prince Gouano,21.0,Centre-Back,Loan,0.0,2015,Bolton Wanderers,Atalanta,in
Prince Gouano,21.0,Centre-Back,Loan,0.0,2015,Atalanta BC,Bolton,out
Prince Gouano,22.0,Centre-Back,Loan,0.0,2016,Atalanta BC,Vit. Guimarães,out
Prince Gouano,22.0,Centre-Back,Loan,0.0,2016,Vitória Guimarães SC,Atalanta,in
Prince Gouano,23.0,Centre-Back,£117Th.,0.11699999999999999,2017,Amiens SC,Atalanta,in
Prince Gouano,23.0,Centre-Back,£117Th.,0.11699999999999999,2017,Atalanta BC,Amiens SC,out
Przemyslaw Tyton,24.0,Goalkeeper,Loan fee:£630Th.,0.63,2011,Roda JC Kerkrade,PSV Eindhoven,out
Przemyslaw Tyton,24.0,Goalkeeper,Loan fee:£630Th.,0.63,2011,PSV Eindhoven,Roda JC,in
Przemyslaw Tyton,25.0,Goalkeeper,"End of loanJun 30, 2012",0.0,2012,PSV Eindhoven,Roda JC,out
Przemyslaw Tyton,25.0,Goalkeeper,"End of loanJun 30, 2012",0.0,2012,Roda JC Kerkrade,PSV Eindhoven,in
Przemyslaw Tyton,25.0,Goalkeeper,£2.25m,2.25,2012,PSV Eindhoven,Roda JC,in
Przemyslaw Tyton,25.0,Goalkeeper,£2.25m,2.25,2012,Roda JC Kerkrade,PSV Eindhoven,out
Przemyslaw Tyton,27.0,Goalkeeper,Loan fee:£86Th.,0.086,2014,PSV Eindhoven,Elche CF,out
Przemyslaw Tyton,27.0,Goalkeeper,Loan fee:£86Th.,0.086,2014,Elche CF,PSV Eindhoven,in
Przemyslaw Tyton,28.0,Goalkeeper,£900Th.,0.9,2015,PSV Eindhoven,VfB Stuttgart,out
Przemyslaw Tyton,28.0,Goalkeeper,£900Th.,0.9,2015,VfB Stuttgart,PSV Eindhoven,in
Péguy Luyindula,25.0,Centre-Forward,£9.00m,9.0,2004,Olympique Lyon,Marseille,out
Péguy Luyindula,25.0,Centre-Forward,£9.00m,9.0,2004,Olympique Marseille,Olympique Lyon,in
Péguy Luyindula,26.0,Centre-Forward,Loan,0.0,2005,Olympique Marseille,AJ Auxerre,out
Péguy Luyindula,26.0,Centre-Forward,Loan,0.0,2005,AJ Auxerre,Marseille,in
Péguy Luyindula,27.0,Centre-Forward,"End of loanDec 31, 2006",0.0,2006,Olympique Marseille,Levante,in
Péguy Luyindula,27.0,Centre-Forward,"End of loanDec 31, 2006",0.0,2006,Levante UD,Marseille,out
Péguy Luyindula,27.0,Centre-Forward,"End of loanJun 30, 2006",0.0,2006,Olympique Marseille,AJ Auxerre,in
Péguy Luyindula,27.0,Centre-Forward,"End of loanJun 30, 2006",0.0,2006,AJ Auxerre,Marseille,out
Péguy Luyindula,27.0,Centre-Forward,Loan,0.0,2006,Olympique Marseille,Levante,out
Péguy Luyindula,27.0,Centre-Forward,Loan,0.0,2006,Levante UD,Marseille,in
Péguy Luyindula,27.0,Centre-Forward,£3.60m,3.6,2006,Olympique Marseille,Paris SG,out
Péguy Luyindula,27.0,Centre-Forward,£3.60m,3.6,2006,Paris Saint-Germain,Marseille,in
Quincy Promes,22.0,Left Winger,£10.35m,10.35,2014,Twente Enschede FC,Spartak Moscow,out
Quincy Promes,22.0,Left Winger,£10.35m,10.35,2014,Spartak Moscow,Twente FC,in
Quincy Promes,26.0,Left Winger,£18.00m,18.0,2018,Spartak Moscow,Sevilla FC,out
Quincy Promes,26.0,Left Winger,£18.00m,18.0,2018,Sevilla FC,Spartak Moscow,in
Quincy Promes,27.0,Left Winger,£14.13m,14.13,2019,Ajax Amsterdam,Sevilla FC,in
Quincy Promes,27.0,Left Winger,£14.13m,14.13,2019,Sevilla FC,Ajax,out
Radja Nainggolan,25.0,Attacking Midfield,Loan fee:£2.70m,2.7,2013,Cagliari Calcio,AS Roma,out
Radja Nainggolan,25.0,Attacking Midfield,Loan fee:£2.70m,2.7,2013,AS Roma,Cagliari Calcio,in
Radja Nainggolan,26.0,Attacking Midfield,£13.50m,13.5,2014,Cagliari Calcio,AS Roma,out
Radja Nainggolan,26.0,Attacking Midfield,£13.50m,13.5,2014,AS Roma,Cagliari Calcio,in
Radja Nainggolan,30.0,Attacking Midfield,£34.20m,34.2,2018,Inter Milan,AS Roma,in
Radja Nainggolan,30.0,Attacking Midfield,£34.20m,34.2,2018,AS Roma,Inter,out
Radja Nainggolan,31.0,Attacking Midfield,Loan,0.0,2019,Cagliari Calcio,Inter,in
Radja Nainggolan,31.0,Attacking Midfield,Loan,0.0,2019,Inter Milan,Cagliari Calcio,out
Radoslav Kovac,29.0,Centre-Back,"End of loanJun 30, 2009",0.0,2009,West Ham United,Spartak Moscow,out
Radoslav Kovac,29.0,Centre-Back,"End of loanJun 30, 2009",0.0,2009,Spartak Moscow,West Ham,in
Radoslav Kovac,29.0,Centre-Back,£3.42m,3.42,2009,West Ham United,Spartak Moscow,in
Radoslav Kovac,29.0,Centre-Back,£3.42m,3.42,2009,Spartak Moscow,West Ham,out
Radostin Kishishev,32.0,Defensive Midfield,"End of loanMay 1, 2007",0.0,2006,Leeds United,Charlton,out
Radostin Kishishev,32.0,Defensive Midfield,"End of loanMay 1, 2007",0.0,2006,Charlton Athletic,Leeds,in
Radostin Kishishev,32.0,Defensive Midfield,Loan,0.0,2006,Leeds United,Charlton,in
Radostin Kishishev,32.0,Defensive Midfield,Loan,0.0,2006,Charlton Athletic,Leeds,out
Radostin Kishishev,32.0,Defensive Midfield,£338Th.,0.33799999999999997,2007,Charlton Athletic,Leicester,out
Radostin Kishishev,32.0,Defensive Midfield,£338Th.,0.33799999999999997,2007,Leicester City,Charlton,in
Rafael,23.0,Centre-Back,"End of loanMay 1, 2004",0.0,2003,LOSC Lille,KS Samara,in
Rafael,23.0,Centre-Back,"End of loanMay 1, 2004",0.0,2003,Krylya Sovetov Samara,LOSC Lille,out
Rafael,23.0,Centre-Back,Loan,0.0,2003,LOSC Lille,KS Samara,out
Rafael,23.0,Centre-Back,Loan,0.0,2003,Krylya Sovetov Samara,LOSC Lille,in
Rafael,25.0,Right-Back,£2.88m,2.88,2015,Manchester United,Olympique Lyon,out
Rafael,25.0,Right-Back,£2.88m,2.88,2015,Olympique Lyon,Man Utd,in
Rafael,26.0,Centre-Back,Loan fee:£450Th.,0.45,2007,Birmingham City,LOSC Lille,in
Rafael,26.0,Centre-Back,Loan fee:£450Th.,0.45,2007,LOSC Lille,Birmingham,out
Rafael,27.0,Centre-Back,"End of loanMay 1, 2008",0.0,2007,Birmingham City,LOSC Lille,out
Rafael,27.0,Centre-Back,"End of loanMay 1, 2008",0.0,2007,LOSC Lille,Birmingham,in
Rafael,27.0,Centre-Back,£900Th.,0.9,2008,LOSC Lille,Valenciennes FC,out
Rafael,27.0,Centre-Back,£900Th.,0.9,2008,Valenciennes FC,LOSC Lille,in
Rafael,28.0,Goalkeeper,Free transfer,0.0,2018,SSC Napoli,Sampdoria,out
Rafael,28.0,Goalkeeper,Free transfer,0.0,2018,UC Sampdoria,SSC Napoli,in
Rafael,29.0,Goalkeeper,Free transfer,0.0,2019,Reading FC,Sampdoria,in
Rafael,29.0,Goalkeeper,Free transfer,0.0,2019,UC Sampdoria,Reading,out
Rafael,38.0,Goalkeeper,Free transfer,0.0,2020,Cagliari Calcio,Spezia Calcio,out
Rafael,38.0,Goalkeeper,Free transfer,0.0,2020,Spezia Calcio,Cagliari Calcio,in
Rafael Márquez,24.0,Centre-Back,£4.73m,4.73,2003,AS Monaco,FC Barcelona,out
Rafael Márquez,24.0,Centre-Back,£4.73m,4.73,2003,FC Barcelona,Monaco,in
Rafael van der Vaart,22.0,Attacking Midfield,£4.59m,4.59,2005,Ajax Amsterdam,Hamburger SV,out
Rafael van der Vaart,22.0,Attacking Midfield,£4.59m,4.59,2005,Hamburger SV,Ajax,in
Rafael van der Vaart,25.0,Attacking Midfield,£13.50m,13.5,2008,Hamburger SV,Real Madrid,out
Rafael van der Vaart,25.0,Attacking Midfield,£13.50m,13.5,2008,Real Madrid,Hamburger SV,in
Rafael van der Vaart,27.0,Attacking Midfield,£9.45m,9.45,2010,Tottenham Hotspur,Real Madrid,in
Rafael van der Vaart,27.0,Attacking Midfield,£9.45m,9.45,2010,Real Madrid,Spurs,out
